slot_id,slot_datetime,provider_id,clinic_id,specialty,slot_status
906,2026-07-16 12:30:00,13,3,Internal Medicine,Released (Cancellation)
907,2026-07-16 12:30:00,26,5,Family Medicine,Open
908,2026-07-16 12:30:00,9,2,Family Medicine,Open
909,2026-07-16 12:30:00,6,1,Internal Medicine,Open
910,2026-07-16 12:30:00,5,1,Family Medicine,Open
911,2026-07-16 13:00:00,31,6,Behavioral Health,Open
912,2026-07-16 13:00:00,13,3,Internal Medicine,Open
913,2026-07-16 13:00:00,25,5,Obstetrics & Gynecology,Open
914,2026-07-16 13:00:00,32,6,Dermatology,Open
915,2026-07-16 13:00:00,12,2,Internal Medicine,Open
916,2026-07-16 13:00:00,34,6,Dermatology,Open
917,2026-07-16 13:00:00,6,1,Internal Medicine,Open
918,2026-07-16 13:00:00,5,1,Family Medicine,Open
919,2026-07-16 13:00:00,4,1,Internal Medicine,Released (Cancellation)
920,2026-07-16 13:00:00,27,5,Obstetrics & Gynecology,Open
921,2026-07-16 13:00:00,3,1,Family Medicine,Open
922,2026-07-16 13:00:00,8,2,Internal Medicine,Open
923,2026-07-16 13:00:00,16,3,Internal Medicine,Open
924,2026-07-16 13:00:00,29,5,Obstetrics & Gynecology,Open
925,2026-07-16 13:00:00,10,2,Internal Medicine,Open
926,2026-07-16 13:00:00,23,4,Pediatrics,Released (Cancellation)
927,2026-07-16 13:30:00,24,4,Family Medicine,Open
928,2026-07-16 13:30:00,7,2,Family Medicine,Open
929,2026-07-16 13:30:00,30,5,Family Medicine,Open
930,2026-07-16 13:30:00,14,3,Cardiology,Open
931,2026-07-16 13:30:00,8,2,Internal Medicine,Open
932,2026-07-16 13:30:00,25,5,Obstetrics & Gynecology,Open
933,2026-07-16 13:30:00,33,6,Behavioral Health,Open
934,2026-07-16 13:30:00,9,2,Family Medicine,Open
935,2026-07-16 13:30:00,4,1,Internal Medicine,Open
936,2026-07-16 13:30:00,35,6,Behavioral Health,Open
937,2026-07-16 14:00:00,25,5,Obstetrics & Gynecology,Open
938,2026-07-16 14:00:00,28,5,Family Medicine,Open
939,2026-07-16 14:00:00,26,5,Family Medicine,Open
940,2026-07-16 14:00:00,6,1,Internal Medicine,Open
941,2026-07-16 14:00:00,13,3,Internal Medicine,Released (Cancellation)
942,2026-07-16 14:00:00,9,2,Family Medicine,Open
943,2026-07-16 14:00:00,15,3,Endocrinology,Open
944,2026-07-16 14:00:00,36,6,Dermatology,Released (Cancellation)
945,2026-07-16 14:30:00,1,1,Family Medicine,Open
946,2026-07-16 14:30:00,29,5,Obstetrics & Gynecology,Open
947,2026-07-16 14:30:00,4,1,Internal Medicine,Open
948,2026-07-16 14:30:00,15,3,Endocrinology,Open
949,2026-07-16 14:30:00,25,5,Obstetrics & Gynecology,Open
950,2026-07-16 15:00:00,25,5,Obstetrics & Gynecology,Open
951,2026-07-16 15:00:00,20,4,Family Medicine,Open
952,2026-07-16 15:00:00,18,3,Endocrinology,Open
953,2026-07-16 15:00:00,7,2,Family Medicine,Open
954,2026-07-16 15:30:00,4,1,Internal Medicine,Open
955,2026-07-17 08:00:00,26,5,Family Medicine,Open
956,2026-07-17 08:00:00,25,5,Obstetrics & Gynecology,Open
957,2026-07-17 08:00:00,13,3,Internal Medicine,Open
958,2026-07-17 08:00:00,17,3,Cardiology,Open
959,2026-07-17 08:30:00,4,1,Internal Medicine,Open
960,2026-07-17 08:30:00,6,1,Internal Medicine,Released (Cancellation)
961,2026-07-17 08:30:00,7,2,Family Medicine,Open
962,2026-07-17 08:30:00,18,3,Endocrinology,Open
963,2026-07-17 08:30:00,22,4,Family Medicine,Open
964,2026-07-17 08:30:00,33,6,Behavioral Health,Open
965,2026-07-17 08:30:00,15,3,Endocrinology,Open
966,2026-07-17 08:30:00,19,4,Pediatrics,Open
967,2026-07-17 08:30:00,14,3,Cardiology,Open
968,2026-07-17 08:30:00,3,1,Family Medicine,Open
969,2026-07-17 08:30:00,32,6,Dermatology,Open
970,2026-07-17 08:30:00,11,2,Family Medicine,Open
971,2026-07-17 08:30:00,9,2,Family Medicine,Open
972,2026-07-17 08:30:00,13,3,Internal Medicine,Open
973,2026-07-17 08:30:00,28,5,Family Medicine,Open
974,2026-07-17 09:00:00,34,6,Dermatology,Open
975,2026-07-17 09:00:00,27,5,Obstetrics & Gynecology,Open
976,2026-07-17 09:00:00,33,6,Behavioral Health,Open
977,2026-07-17 09:00:00,28,5,Family Medicine,Released (Cancellation)
978,2026-07-17 09:00:00,35,6,Behavioral Health,Open
979,2026-07-17 09:00:00,20,4,Family Medicine,Open
980,2026-07-17 09:00:00,9,2,Family Medicine,Open
981,2026-07-17 09:00:00,16,3,Internal Medicine,Released (Cancellation)
982,2026-07-17 09:00:00,8,2,Internal Medicine,Released (Cancellation)
983,2026-07-17 09:00:00,2,1,Internal Medicine,Open
984,2026-07-17 09:00:00,14,3,Cardiology,Open
985,2026-07-17 09:30:00,15,3,Endocrinology,Open
986,2026-07-17 09:30:00,22,4,Family Medicine,Open
987,2026-07-17 09:30:00,35,6,Behavioral Health,Open
988,2026-07-17 09:30:00,32,6,Dermatology,Released (Cancellation)
989,2026-07-17 09:30:00,12,2,Internal Medicine,Open
990,2026-07-17 09:30:00,19,4,Pediatrics,Open
991,2026-07-17 09:30:00,25,5,Obstetrics & Gynecology,Open
992,2026-07-17 09:30:00,13,3,Internal Medicine,Released (Cancellation)
993,2026-07-17 10:00:00,14,3,Cardiology,Open
994,2026-07-17 10:00:00,5,1,Family Medicine,Open
995,2026-07-17 10:00:00,2,1,Internal Medicine,Open
996,2026-07-17 10:00:00,30,5,Family Medicine,Open
997,2026-07-17 10:00:00,20,4,Family Medicine,Open
998,2026-07-17 10:00:00,29,5,Obstetrics & Gynecology,Open
999,2026-07-17 10:00:00,13,3,Internal Medicine,Open
1000,2026-07-17 10:30:00,18,3,Endocrinology,Open
1001,2026-07-17 10:30:00,8,2,Internal Medicine,Released (Cancellation)
1002,2026-07-17 10:30:00,20,4,Family Medicine,Open
1003,2026-07-17 10:30:00,4,1,Internal Medicine,Open
1004,2026-07-17 10:30:00,19,4,Pediatrics,Open
1005,2026-07-17 10:30:00,16,3,Internal Medicine,Open
1006,2026-07-17 10:30:00,23,4,Pediatrics,Open
1007,2026-07-17 10:30:00,32,6,Dermatology,Released (Cancellation)
1008,2026-07-17 10:30:00,24,4,Family Medicine,Open
1009,2026-07-17 10:30:00,7,2,Family Medicine,Open
1010,2026-07-17 11:00:00,30,5,Family Medicine,Open
1011,2026-07-17 11:00:00,9,2,Family Medicine,Open
1012,2026-07-17 11:00:00,29,5,Obstetrics & Gynecology,Open
1013,2026-07-17 11:00:00,36,6,Dermatology,Open
1014,2026-07-17 11:00:00,22,4,Family Medicine,Open
1015,2026-07-17 11:00:00,4,1,Internal Medicine,Open
1016,2026-07-17 11:00:00,31,6,Behavioral Health,Open
1017,2026-07-17 11:00:00,17,3,Cardiology,Open
1018,2026-07-17 11:30:00,17,3,Cardiology,Open
1019,2026-07-17 11:30:00,36,6,Dermatology,Open
1020,2026-07-17 11:30:00,20,4,Family Medicine,Open
1021,2026-07-17 11:30:00,31,6,Behavioral Health,Open
1022,2026-07-17 11:30:00,32,6,Dermatology,Open
1023,2026-07-17 11:30:00,9,2,Family Medicine,Released (Cancellation)
1024,2026-07-17 11:30:00,10,2,Internal Medicine,Open
1025,2026-07-17 11:30:00,16,3,Internal Medicine,Open
1026,2026-07-17 11:30:00,28,5,Family Medicine,Open
1027,2026-07-17 11:30:00,11,2,Family Medicine,Open
1028,2026-07-17 11:30:00,21,4,Pediatrics,Open
1029,2026-07-17 11:30:00,30,5,Family Medicine,Released (Cancellation)
1030,2026-07-17 12:00:00,13,3,Internal Medicine,Open
1031,2026-07-17 12:00:00,14,3,Cardiology,Open
1032,2026-07-17 12:00:00,33,6,Behavioral Health,Open
1033,2026-07-17 12:00:00,26,5,Family Medicine,Open
1034,2026-07-17 12:00:00,34,6,Dermatology,Open
1035,2026-07-17 12:00:00,31,6,Behavioral Health,Open
1036,2026-07-17 12:00:00,7,2,Family Medicine,Open
1037,2026-07-17 12:00:00,11,2,Family Medicine,Released (Cancellation)
1038,2026-07-17 12:00:00,3,1,Family Medicine,Open
1039,2026-07-17 12:00:00,27,5,Obstetrics & Gynecology,Open
1040,2026-07-17 12:00:00,20,4,Family Medicine,Released (Cancellation)
1041,2026-07-17 12:30:00,36,6,Dermatology,Open
1042,2026-07-17 12:30:00,33,6,Behavioral Health,Open
1043,2026-07-17 12:30:00,2,1,Internal Medicine,Open
1044,2026-07-17 12:30:00,32,6,Dermatology,Open
1045,2026-07-17 12:30:00,30,5,Family Medicine,Open
1046,2026-07-17 12:30:00,7,2,Family Medicine,Open
1047,2026-07-17 12:30:00,12,2,Internal Medicine,Released (Cancellation)
1048,2026-07-17 12:30:00,23,4,Pediatrics,Open
1049,2026-07-17 12:30:00,4,1,Internal Medicine,Open
1050,2026-07-17 12:30:00,13,3,Internal Medicine,Open
1051,2026-07-17 12:30:00,21,4,Pediatrics,Open
1052,2026-07-17 12:30:00,19,4,Pediatrics,Open
1053,2026-07-17 12:30:00,27,5,Obstetrics & Gynecology,Open
1054,2026-07-17 13:00:00,24,4,Family Medicine,Open
1055,2026-07-17 13:00:00,30,5,Family Medicine,Open
1056,2026-07-17 13:00:00,20,4,Family Medicine,Open
1057,2026-07-17 13:00:00,31,6,Behavioral Health,Open
1058,2026-07-17 13:00:00,17,3,Cardiology,Open
1059,2026-07-17 13:00:00,32,6,Dermatology,Open
1060,2026-07-17 13:00:00,35,6,Behavioral Health,Open
1061,2026-07-17 13:00:00,3,1,Family Medicine,Open
1062,2026-07-17 13:00:00,27,5,Obstetrics & Gynecology,Open
1063,2026-07-17 13:30:00,16,3,Internal Medicine,Open
1064,2026-07-17 13:30:00,6,1,Internal Medicine,Open
1065,2026-07-17 13:30:00,1,1,Family Medicine,Open
1066,2026-07-17 13:30:00,9,2,Family Medicine,Open
1067,2026-07-17 13:30:00,35,6,Behavioral Health,Open
1068,2026-07-17 13:30:00,10,2,Internal Medicine,Open
1069,2026-07-17 14:00:00,8,2,Internal Medicine,Open
1070,2026-07-17 14:00:00,4,1,Internal Medicine,Open
1071,2026-07-17 14:00:00,9,2,Family Medicine,Open
1072,2026-07-17 14:00:00,7,2,Family Medicine,Open
1073,2026-07-17 14:00:00,36,6,Dermatology,Open
1074,2026-07-17 14:00:00,35,6,Behavioral Health,Open
1075,2026-07-17 14:00:00,29,5,Obstetrics & Gynecology,Open
1076,2026-07-17 14:00:00,11,2,Family Medicine,Open
1077,2026-07-17 14:00:00,1,1,Family Medicine,Open
1078,2026-07-17 14:00:00,26,5,Family Medicine,Open
1079,2026-07-17 14:00:00,5,1,Family Medicine,Open
1080,2026-07-17 14:30:00,15,3,Endocrinology,Open
1081,2026-07-17 14:30:00,23,4,Pediatrics,Open
1082,2026-07-17 14:30:00,31,6,Behavioral Health,Open
1083,2026-07-17 14:30:00,25,5,Obstetrics & Gynecology,Open
1084,2026-07-17 14:30:00,29,5,Obstetrics & Gynecology,Open
1085,2026-07-17 14:30:00,18,3,Endocrinology,Open
1086,2026-07-17 15:00:00,9,2,Family Medicine,Released (Cancellation)
1087,2026-07-17 15:00:00,22,4,Family Medicine,Open
1088,2026-07-17 15:30:00,25,5,Obstetrics & Gynecology,Open
1089,2026-07-17 15:30:00,19,4,Pediatrics,Open
1090,2026-07-17 15:30:00,6,1,Internal Medicine,Open
1091,2026-07-20 08:00:00,29,5,Obstetrics & Gynecology,Open
1092,2026-07-20 08:00:00,1,1,Family Medicine,Open
1093,2026-07-20 08:00:00,32,6,Dermatology,Open
1094,2026-07-20 08:00:00,18,3,Endocrinology,Open
1095,2026-07-20 08:00:00,20,4,Family Medicine,Released (Cancellation)
1096,2026-07-20 08:00:00,10,2,Internal Medicine,Open
1097,2026-07-20 08:00:00,33,6,Behavioral Health,Released (Cancellation)
1098,2026-07-20 08:00:00,19,4,Pediatrics,Open
1099,2026-07-20 08:00:00,27,5,Obstetrics & Gynecology,Open
1100,2026-07-20 08:00:00,5,1,Family Medicine,Open
1101,2026-07-20 08:00:00,7,2,Family Medicine,Released (Cancellation)
1102,2026-07-20 08:30:00,30,5,Family Medicine,Open
1103,2026-07-20 08:30:00,13,3,Internal Medicine,Open
1104,2026-07-20 08:30:00,12,2,Internal Medicine,Released (Cancellation)
1105,2026-07-20 08:30:00,16,3,Internal Medicine,Open
1106,2026-07-20 08:30:00,15,3,Endocrinology,Open
1107,2026-07-20 08:30:00,6,1,Internal Medicine,Released (Cancellation)
1108,2026-07-20 08:30:00,11,2,Family Medicine,Released (Cancellation)
1109,2026-07-20 08:30:00,17,3,Cardiology,Open
1110,2026-07-20 08:30:00,3,1,Family Medicine,Open
1111,2026-07-20 08:30:00,36,6,Dermatology,Open
1112,2026-07-20 08:30:00,28,5,Family Medicine,Open
1113,2026-07-20 09:00:00,4,1,Internal Medicine,Released (Cancellation)
1114,2026-07-20 09:00:00,1,1,Family Medicine,Open
1115,2026-07-20 09:00:00,15,3,Endocrinology,Released (Cancellation)
1116,2026-07-20 09:00:00,9,2,Family Medicine,Open
1117,2026-07-20 09:00:00,36,6,Dermatology,Open
1118,2026-07-20 09:00:00,23,4,Pediatrics,Open
1119,2026-07-20 09:00:00,27,5,Obstetrics & Gynecology,Open
1120,2026-07-20 09:00:00,7,2,Family Medicine,Open
1121,2026-07-20 09:00:00,20,4,Family Medicine,Open
1122,2026-07-20 09:00:00,6,1,Internal Medicine,Released (Cancellation)
1123,2026-07-20 09:30:00,35,6,Behavioral Health,Open
1124,2026-07-20 09:30:00,26,5,Family Medicine,Open
1125,2026-07-20 09:30:00,5,1,Family Medicine,Open
1126,2026-07-20 09:30:00,13,3,Internal Medicine,Open
1127,2026-07-20 09:30:00,19,4,Pediatrics,Open
1128,2026-07-20 09:30:00,2,1,Internal Medicine,Open
1129,2026-07-20 09:30:00,6,1,Internal Medicine,Released (Cancellation)
1130,2026-07-20 09:30:00,27,5,Obstetrics & Gynecology,Released (Cancellation)
1131,2026-07-20 10:00:00,11,2,Family Medicine,Open
1132,2026-07-20 10:00:00,35,6,Behavioral Health,Open
1133,2026-07-20 10:00:00,9,2,Family Medicine,Open
1134,2026-07-20 10:00:00,19,4,Pediatrics,Open
1135,2026-07-20 10:00:00,33,6,Behavioral Health,Open
1136,2026-07-20 10:00:00,24,4,Family Medicine,Open
1137,2026-07-20 10:00:00,6,1,Internal Medicine,Released (Cancellation)
1138,2026-07-20 10:00:00,36,6,Dermatology,Open
1139,2026-07-20 10:30:00,13,3,Internal Medicine,Open
1140,2026-07-20 10:30:00,26,5,Family Medicine,Open
1141,2026-07-20 10:30:00,24,4,Family Medicine,Released (Cancellation)
1142,2026-07-20 10:30:00,10,2,Internal Medicine,Open
1143,2026-07-20 10:30:00,27,5,Obstetrics & Gynecology,Open
1144,2026-07-20 10:30:00,5,1,Family Medicine,Released (Cancellation)
1145,2026-07-20 10:30:00,9,2,Family Medicine,Open
1146,2026-07-20 10:30:00,7,2,Family Medicine,Released (Cancellation)
1147,2026-07-20 10:30:00,2,1,Internal Medicine,Open
1148,2026-07-20 11:00:00,9,2,Family Medicine,Open
1149,2026-07-20 11:00:00,14,3,Cardiology,Open
1150,2026-07-20 11:00:00,30,5,Family Medicine,Open
1151,2026-07-20 11:00:00,24,4,Family Medicine,Open
1152,2026-07-20 11:00:00,22,4,Family Medicine,Open
1153,2026-07-20 11:00:00,33,6,Behavioral Health,Open
1154,2026-07-20 11:00:00,8,2,Internal Medicine,Open
1155,2026-07-20 11:00:00,5,1,Family Medicine,Open
1156,2026-07-20 11:00:00,12,2,Internal Medicine,Open
1157,2026-07-20 11:00:00,1,1,Family Medicine,Open
1158,2026-07-20 11:00:00,11,2,Family Medicine,Open
1159,2026-07-20 11:30:00,29,5,Obstetrics & Gynecology,Open
1160,2026-07-20 11:30:00,31,6,Behavioral Health,Open
1161,2026-07-20 11:30:00,26,5,Family Medicine,Open
1162,2026-07-20 11:30:00,16,3,Internal Medicine,Released (Cancellation)
1163,2026-07-20 11:30:00,5,1,Family Medicine,Open
1164,2026-07-20 11:30:00,1,1,Family Medicine,Open
1165,2026-07-20 11:30:00,34,6,Dermatology,Open
1166,2026-07-20 11:30:00,8,2,Internal Medicine,Open
1167,2026-07-20 11:30:00,15,3,Endocrinology,Open
1168,2026-07-20 11:30:00,7,2,Family Medicine,Open
1169,2026-07-20 11:30:00,6,1,Internal Medicine,Open
1170,2026-07-20 11:30:00,30,5,Family Medicine,Open
1171,2026-07-20 12:00:00,3,1,Family Medicine,Open
1172,2026-07-20 12:00:00,31,6,Behavioral Health,Open
1173,2026-07-20 12:00:00,9,2,Family Medicine,Open
1174,2026-07-20 12:00:00,27,5,Obstetrics & Gynecology,Open
1175,2026-07-20 12:00:00,29,5,Obstetrics & Gynecology,Open
1176,2026-07-20 12:00:00,24,4,Family Medicine,Released (Cancellation)
1177,2026-07-20 12:00:00,17,3,Cardiology,Open
1178,2026-07-20 12:00:00,16,3,Internal Medicine,Open
1179,2026-07-20 12:00:00,34,6,Dermatology,Open
1180,2026-07-20 12:00:00,25,5,Obstetrics & Gynecology,Open
1181,2026-07-20 12:30:00,21,4,Pediatrics,Open
1182,2026-07-20 12:30:00,5,1,Family Medicine,Open
1183,2026-07-20 12:30:00,34,6,Dermatology,Released (Cancellation)
1184,2026-07-20 12:30:00,32,6,Dermatology,Open
1185,2026-07-20 12:30:00,23,4,Pediatrics,Open
1186,2026-07-20 12:30:00,11,2,Family Medicine,Open
1187,2026-07-20 12:30:00,19,4,Pediatrics,Open
1188,2026-07-20 12:30:00,24,4,Family Medicine,Open
1189,2026-07-20 12:30:00,2,1,Internal Medicine,Open
1190,2026-07-20 12:30:00,13,3,Internal Medicine,Open
1191,2026-07-20 12:30:00,36,6,Dermatology,Released (Cancellation)
1192,2026-07-20 13:00:00,19,4,Pediatrics,Open
1193,2026-07-20 13:00:00,26,5,Family Medicine,Open
1194,2026-07-20 13:00:00,30,5,Family Medicine,Open
1195,2026-07-20 13:00:00,18,3,Endocrinology,Open
1196,2026-07-20 13:00:00,20,4,Family Medicine,Open
1197,2026-07-20 13:00:00,4,1,Internal Medicine,Open
1198,2026-07-20 13:00:00,8,2,Internal Medicine,Open
1199,2026-07-20 13:00:00,2,1,Internal Medicine,Open
1200,2026-07-20 13:00:00,33,6,Behavioral Health,Open
1201,2026-07-20 13:00:00,24,4,Family Medicine,Open
1202,2026-07-20 13:00:00,10,2,Internal Medicine,Open
1203,2026-07-20 13:30:00,7,2,Family Medicine,Open
1204,2026-07-20 13:30:00,23,4,Pediatrics,Open
1205,2026-07-20 13:30:00,16,3,Internal Medicine,Released (Cancellation)
1206,2026-07-20 13:30:00,34,6,Dermatology,Open
1207,2026-07-20 13:30:00,36,6,Dermatology,Open
1208,2026-07-20 13:30:00,28,5,Family Medicine,Open
1209,2026-07-20 13:30:00,15,3,Endocrinology,Open
1210,2026-07-20 13:30:00,11,2,Family Medicine,Released (Cancellation)
1211,2026-07-20 13:30:00,21,4,Pediatrics,Open
1212,2026-07-20 13:30:00,22,4,Family Medicine,Open
1213,2026-07-20 14:00:00,36,6,Dermatology,Released (Cancellation)
1214,2026-07-20 14:00:00,7,2,Family Medicine,Released (Cancellation)
1215,2026-07-20 14:00:00,29,5,Obstetrics & Gynecology,Open
1216,2026-07-20 14:00:00,25,5,Obstetrics & Gynecology,Open
1217,2026-07-20 14:00:00,31,6,Behavioral Health,Open
1218,2026-07-20 14:00:00,4,1,Internal Medicine,Open
1219,2026-07-20 14:30:00,34,6,Dermatology,Open
1220,2026-07-20 14:30:00,6,1,Internal Medicine,Open
1221,2026-07-20 14:30:00,12,2,Internal Medicine,Open
1222,2026-07-20 14:30:00,7,2,Family Medicine,Open
1223,2026-07-20 14:30:00,19,4,Pediatrics,Open
1224,2026-07-20 15:00:00,8,2,Internal Medicine,Released (Cancellation)
1225,2026-07-20 15:00:00,33,6,Behavioral Health,Open
1226,2026-07-20 15:00:00,17,3,Cardiology,Open
1227,2026-07-20 15:00:00,4,1,Internal Medicine,Open
1228,2026-07-20 15:00:00,1,1,Family Medicine,Open
1229,2026-07-21 08:00:00,13,3,Internal Medicine,Open
1230,2026-07-21 08:00:00,21,4,Pediatrics,Open
1231,2026-07-21 08:00:00,24,4,Family Medicine,Open
1232,2026-07-21 08:00:00,29,5,Obstetrics & Gynecology,Open
1233,2026-07-21 08:00:00,25,5,Obstetrics & Gynecology,Open
1234,2026-07-21 08:00:00,5,1,Family Medicine,Open
1235,2026-07-21 08:00:00,1,1,Family Medicine,Open
1236,2026-07-21 08:00:00,7,2,Family Medicine,Open
1237,2026-07-21 08:00:00,26,5,Family Medicine,Released (Cancellation)
1238,2026-07-21 08:00:00,6,1,Internal Medicine,Open
1239,2026-07-21 08:00:00,15,3,Endocrinology,Open
1240,2026-07-21 08:30:00,22,4,Family Medicine,Open
1241,2026-07-21 08:30:00,21,4,Pediatrics,Open
1242,2026-07-21 08:30:00,32,6,Dermatology,Open
1243,2026-07-21 08:30:00,31,6,Behavioral Health,Open
1244,2026-07-21 08:30:00,26,5,Family Medicine,Open
1245,2026-07-21 08:30:00,19,4,Pediatrics,Open
1246,2026-07-21 08:30:00,27,5,Obstetrics & Gynecology,Open
1247,2026-07-21 08:30:00,11,2,Family Medicine,Open
1248,2026-07-21 09:00:00,33,6,Behavioral Health,Open
1249,2026-07-21 09:00:00,1,1,Family Medicine,Open
1250,2026-07-21 09:00:00,22,4,Family Medicine,Open
1251,2026-07-21 09:00:00,11,2,Family Medicine,Open
1252,2026-07-21 09:00:00,36,6,Dermatology,Open
1253,2026-07-21 09:00:00,29,5,Obstetrics & Gynecology,Open
1254,2026-07-21 09:00:00,27,5,Obstetrics & Gynecology,Open
1255,2026-07-21 09:00:00,4,1,Internal Medicine,Open
1256,2026-07-21 09:00:00,12,2,Internal Medicine,Open
1257,2026-07-21 09:00:00,20,4,Family Medicine,Open
1258,2026-07-21 09:00:00,30,5,Family Medicine,Open
1259,2026-07-21 09:00:00,14,3,Cardiology,Open
1260,2026-07-21 09:30:00,7,2,Family Medicine,Open
1261,2026-07-21 09:30:00,1,1,Family Medicine,Released (Cancellation)
1262,2026-07-21 09:30:00,22,4,Family Medicine,Open
1263,2026-07-21 09:30:00,21,4,Pediatrics,Released (Cancellation)
1264,2026-07-21 09:30:00,4,1,Internal Medicine,Open
1265,2026-07-21 09:30:00,24,4,Family Medicine,Open
1266,2026-07-21 09:30:00,35,6,Behavioral Health,Open
1267,2026-07-21 09:30:00,25,5,Obstetrics & Gynecology,Open
1268,2026-07-21 09:30:00,26,5,Family Medicine,Open
1269,2026-07-21 09:30:00,18,3,Endocrinology,Open
1270,2026-07-21 09:30:00,16,3,Internal Medicine,Open
1271,2026-07-21 09:30:00,11,2,Family Medicine,Open
1272,2026-07-21 10:00:00,22,4,Family Medicine,Open
1273,2026-07-21 10:00:00,6,1,Internal Medicine,Open
1274,2026-07-21 10:00:00,21,4,Pediatrics,Open
1275,2026-07-21 10:00:00,12,2,Internal Medicine,Open
1276,2026-07-21 10:00:00,5,1,Family Medicine,Open
1277,2026-07-21 10:00:00,11,2,Family Medicine,Open
1278,2026-07-21 10:00:00,13,3,Internal Medicine,Open
1279,2026-07-21 10:00:00,19,4,Pediatrics,Open
1280,2026-07-21 10:00:00,34,6,Dermatology,Open
1281,2026-07-21 10:00:00,18,3,Endocrinology,Released (Cancellation)
1282,2026-07-21 10:00:00,10,2,Internal Medicine,Open
1283,2026-07-21 10:00:00,33,6,Behavioral Health,Open
1284,2026-07-21 10:30:00,8,2,Internal Medicine,Open
1285,2026-07-21 10:30:00,11,2,Family Medicine,Open
1286,2026-07-21 10:30:00,6,1,Internal Medicine,Open
1287,2026-07-21 10:30:00,35,6,Behavioral Health,Open
1288,2026-07-21 10:30:00,36,6,Dermatology,Released (Cancellation)
1289,2026-07-21 10:30:00,21,4,Pediatrics,Open
1290,2026-07-21 10:30:00,31,6,Behavioral Health,Open
1291,2026-07-21 10:30:00,16,3,Internal Medicine,Open
1292,2026-07-21 10:30:00,28,5,Family Medicine,Released (Cancellation)
1293,2026-07-21 10:30:00,18,3,Endocrinology,Open
1294,2026-07-21 10:30:00,1,1,Family Medicine,Open
1295,2026-07-21 10:30:00,33,6,Behavioral Health,Open
1296,2026-07-21 11:00:00,4,1,Internal Medicine,Released (Cancellation)
1297,2026-07-21 11:00:00,22,4,Family Medicine,Released (Cancellation)
1298,2026-07-21 11:00:00,11,2,Family Medicine,Released (Cancellation)
1299,2026-07-21 11:00:00,19,4,Pediatrics,Open
1300,2026-07-21 11:00:00,14,3,Cardiology,Released (Cancellation)
1301,2026-07-21 11:00:00,1,1,Family Medicine,Open
1302,2026-07-21 11:00:00,34,6,Dermatology,Open
1303,2026-07-21 11:00:00,25,5,Obstetrics & Gynecology,Open
1304,2026-07-21 11:00:00,29,5,Obstetrics & Gynecology,Open
1305,2026-07-21 11:30:00,35,6,Behavioral Health,Open
1306,2026-07-21 11:30:00,26,5,Family Medicine,Released (Cancellation)
1307,2026-07-21 11:30:00,7,2,Family Medicine,Open
1308,2026-07-21 11:30:00,13,3,Internal Medicine,Open
1309,2026-07-21 11:30:00,6,1,Internal Medicine,Released (Cancellation)
1310,2026-07-21 11:30:00,2,1,Internal Medicine,Released (Cancellation)
1311,2026-07-21 11:30:00,31,6,Behavioral Health,Open
1312,2026-07-21 12:00:00,10,2,Internal Medicine,Open
1313,2026-07-21 12:00:00,7,2,Family Medicine,Open
1314,2026-07-21 12:00:00,5,1,Family Medicine,Open
1315,2026-07-21 12:00:00,12,2,Internal Medicine,Open
1316,2026-07-21 12:00:00,22,4,Family Medicine,Open
1317,2026-07-21 12:00:00,24,4,Family Medicine,Open
1318,2026-07-21 12:00:00,14,3,Cardiology,Open
1319,2026-07-21 12:00:00,28,5,Family Medicine,Open
1320,2026-07-21 12:00:00,3,1,Family Medicine,Open
1321,2026-07-21 12:00:00,17,3,Cardiology,Open
1322,2026-07-21 12:00:00,31,6,Behavioral Health,Open
1323,2026-07-21 12:30:00,7,2,Family Medicine,Open
1324,2026-07-21 12:30:00,35,6,Behavioral Health,Open
1325,2026-07-21 12:30:00,24,4,Family Medicine,Open
1326,2026-07-21 12:30:00,12,2,Internal Medicine,Released (Cancellation)
1327,2026-07-21 12:30:00,27,5,Obstetrics & Gynecology,Open
1328,2026-07-21 12:30:00,17,3,Cardiology,Open
1329,2026-07-21 12:30:00,32,6,Dermatology,Open
1330,2026-07-21 12:30:00,14,3,Cardiology,Open
1331,2026-07-21 12:30:00,34,6,Dermatology,Open
1332,2026-07-21 12:30:00,9,2,Family Medicine,Open
1333,2026-07-21 13:00:00,19,4,Pediatrics,Open
1334,2026-07-21 13:00:00,30,5,Family Medicine,Open
1335,2026-07-21 13:00:00,31,6,Behavioral Health,Released (Cancellation)
1336,2026-07-21 13:00:00,9,2,Family Medicine,Open
1337,2026-07-21 13:00:00,5,1,Family Medicine,Open
1338,2026-07-21 13:00:00,20,4,Family Medicine,Open
1339,2026-07-21 13:00:00,14,3,Cardiology,Open
1340,2026-07-21 13:00:00,27,5,Obstetrics & Gynecology,Open
1341,2026-07-21 13:00:00,34,6,Dermatology,Open
1342,2026-07-21 13:00:00,33,6,Behavioral Health,Open
1343,2026-07-21 13:00:00,23,4,Pediatrics,Open
1344,2026-07-21 13:00:00,1,1,Family Medicine,Open
1345,2026-07-21 13:30:00,25,5,Obstetrics & Gynecology,Open
1346,2026-07-21 13:30:00,15,3,Endocrinology,Open
1347,2026-07-21 13:30:00,12,2,Internal Medicine,Released (Cancellation)
1348,2026-07-21 13:30:00,16,3,Internal Medicine,Open
